num_sample,validity,player_type_name,prompt,move_desc,use_of_own_power,use_of_other_power,wrong_use_of_die,board_state,winning,portal,many_characters,going_backwards,overloaded_tile,invalid_moves,label
109,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 29-63
 Character Positions:
  gold miner on 28
  Giant on 8
 Move: gold miner rolls 3, lands on 31
 Gold miner rolls 5, lands on 36
 board post-move:
  Portals:
  1st portal: 29-63
 Character Positions:
  gold miner on 36
  Giant on 8",משחק בתור השני 5 במקום 1-4,1,0,1,0,0.0,1,0,0,0,0.0,0
73,Legal,Mystic," board pre-move:
 Portals:
 1st portal: 10-45
2nd portal: 40-60
Character Positions:
 Mystic on 59
Move: Mystic rolls 1, lands on 60, warps to 40. 
board post-move:
 Portals:
 1st portal: 10-45
2nd portal: 40-60
Character Positions:
 Mystic on 40",מיסטיק - חוזרת אחורה בהטלה ראשונה,0,0,0,0,0.0,0,1,0,0,0.0,1
94,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 10-20
  2st portal: 13-40
 Character Positions:
  Gold Miner on 18
  Mystic on 25
 Move: Gold Miner rolls 2, lands on 20, then Warps to 10
  Gold Miner rolls 3, lands on 13, then warps to 40
 Board post-move:
  Portals:
  1st portal: 10-20
  2st portal: 13-40
 Character Positions:
  Gold Miner on 40
  Mystic on 25",ירידה בשער ואז טיפוס בשער,1,0,0,0,1.0,1,0,0,0,0.0,1
129,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 50-65
 2st portal: 20-30
 Character Positions:
 gold miner on 48
 Move: gold miner rolls 4, lands on 50, warps to 65, lands on 67
 Gold Miner rolls 1, lands on 68
 board post-move:
  Portals:
  1st portal: 50-65
 2st portal: 20-30
 Character Positions:
 gold miner on 68","משתמש בכוח של double jumper 
 בנוסף לכוח שלו. מטפס בשער",1,1,0,0,1.0,0,0,0,0,0.0,0
14,Legal,Double Jumper,"We are playing Portal Legends!
board pre-move:
Portals:
1st portal: 20-42
Character Positions:
Double Jumper on 41
Fortune Teller on 77
Move: Double Jumper rolls 1, lands on to 42, warps to 20.
board post-move:
Portals:
1st portal: 20-42
Character Positions:
Double Jumper on 20
Fortune Teller on 77",legal warp backwards,0,0,0,0,,1,1,0,0,0.0,1
33,Illegal,Double Jumper,"We are playing Portal Legends!
 board pre-move:
 Portals:
 1st portal: 10-42
Character Positions:
 Double Jumper on 41
 Gold Miner on 10
Move: Double Jumper rolls 2, lands on 43, warps to 10
board post-move:
 Portals:
 1st portal: 10-42
Character Positions:
 Double Jumper on 10
 Gold Miner on 10",warped as if the double jumper used it's power while he didn't,0,0,1,0,,1,1,1,1,0.0,0
75,Legal,Mystic," board pre-move:
 Portals:
 1st portal: 10-25
2nd portal: 95-97
3rd portal: 23-47
Character Positions:
 Mystic on 13
Giant on 48
Gold MIner on 15
Move: Mystic rolls 6, lands on 19. 
board post-move:
Portals:
 1st portal: 10-25
2nd portal: 95-97
3rd portal: 23-47
Character Positions:
 Mystic on 19
Giant on 48
Gold MIner on 15",מיסטיק - מדלגת על דמות,0,0,0,0,0.0,0,0,1,0,0.0,1
97,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 10–30
 2st portal: 70-89
 3st portal: 90-100
 Character Positions:
  Gold Miner on 67
 Move: Gold Miner rolls 3, lands on 70, then warps to 89
  Gold Miner rolls 1, lands on 90, then warps to 100 and wins
 Board post-move:
  Portals:
  1st portal: 10–30
 2st portal: 70-89
 3st portal: 90-10
 Character Positions:
  Gold Miner on 100","טיפוס בשני שערים, וניצחון על ידי טיפוס בשער שמוביל בדיוק ל100",1,0,0,1,1.0,0,0,0,0,0.0,1
96,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 21–55
 Character Positions:
  Gold Miner on 20
  Double Jumper on 25
 Move: Gold Miner rolls 1, lands on 21, then Warps to 55
 Gold Miner rolls 2, lands on 57
 Board post-move:
  Portals:
  1st portal: 21–55
 Character Positions:
  Gold Miner on 57
  Double Jumper on 25",טיפוס בשער בזריקה הראשונה,1,0,0,0,1.0,1,0,0,0,0.0,1
39,Illegal,Double Jumper,"We are playing Portal Legends!
 board pre-move:
 Portals:
 1st portal: 6-22
Character Positions:
 Double Jumper on 20
Move: Double Jumper rolls 4, lands on 22, lands on 24
board post-move:
 Portals:
 1st portal: 6-22
Character Positions:
 Double Jumper on 24",did not go into portal,1,0,1,0,0.0,1,1,1,0,1.0,0
100,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 97-100
 2st portal: 12-19
 Character Positions:
 gold miner on 96
 double jumper on 22
 Move: gold miner rolls 1, lands on 97, warps to 100 and wins
 board post-move:
  Portals:
  1st portal: 30-98
 2st portal: 12-19 
  Character Positions:
  gold miner on 100
 double jumper on 22",ירידה בשער בזריקה הראשונה,1,0,0,0,1.0,0,0,0,0,0.0,1
141,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 30-98
 2st portal: 12-19
 Character Positions:
 gold miner on 96
 double jumper on 22
 Move: gold miner rolls 1, lands on 97
 Gold Miner rolls 4, lands on 100 and wins
 board post-move:
  Portals:
  1st portal: 30-98
 2st portal: 12-19 
  Character Positions:
  gold miner on 100
 double jumper on 22",טיפס בשער למספר גדול ממאה וניצח.,1,0,0,1,0.0,0,0,0,0,0.0,1
120,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 20-88
 Character Positions:
 gold miner on 99
 Giant on 20
 Mystic on 34
 Move: gold miner rolls 5, lands on 100 and wins
 board post-move:
  Portals:
  1st portal: 20-88
  Character Positions:
  gold miner on 100
 Giant on 20
 Mystic on 34","מנצח ע""י זריקה אחת של 5",1,0,1,1,0.0,1,0,0,0,0.0,0
25,Illegal,Double Jumper,"We are playing Portal Legends!
 board pre-move:
 Portals:
 1st portal: 7-33
Character Positions:
 Double Jumper on 6
 Gold Miner on 15
Move: Double Jumper rolls 2, lands on 7, lands on 8.
board post-move:
 Portals:
 1st portal: 7-33
Character Positions:
 Double Jumper on 8
 Gold Miner on 15",skipping a portal,1,0,0,0,0.0,1,1,0,0,1.0,0
69,Legal,Mystic," Portals:
 1st portal: 18-60
2nd portal: 99-100
3rd portal: 25-40
Character Positions:
 Mystic on 17
Fortune Teller on 20
Move: Mystic rolls 3, lands on 20. 
board post-move:
 Portals:
 1st portal: 18-60
Character Positions:
 Mystic on 20
Fortune Teller on 20",מיסטיק ועוד דמות מסיימות באותה משבצת,0,0,0,0,0.0,0,0,1,0,0.0,1
149,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 25–55
 Character Positions:
  Gold Miner on 54
 Mystic on 26
 Move: Gold Miner rolls 1, lands on 55, then warps to 25
  Gold Miner rolls 2, lands on 27
 Board post-move:
  Portals:
  1st portal: 25–55
 Character Positions:
  Gold Miner on 27
 Mystic on 26",יורד בשער ואז מדלג מעל שחקן אחר,1,0,0,0,1.0,1,0,0,0,0.0,1
4,Legal,Double Jumper,"We are playing Portal Legends!
board pre-move:
Portals:
1st portal: 5-20
Character Positions:
Double Jumper on 19
Move: Double Jumper rolls 2, lands on 20, warps to 5, lands on 6
board post-move:
Portals:
1st portal: 5-20
Character Positions:
 Double Jumper on 5","legal warp backwards, legal use of power",1,0,0,0,0.0,1,0,1,0,0.0,1
111,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 25-40
 Character Positions:
  gold miner on 24
 Move: gold miner rolls 1, lands on 25. 
 Gold miner rolls 2, lands on 27.
 board post-move:
  Portals:
  1st portal: 25-40
 Character Positions:
  gold miner on 27",לא נכנס בשער למרות שנוחת על שער,1,0,0,0,1.0,0,0,0,0,0.0,0
55,Legal,Double Jumper,"We are playing Portal Legends!
 board pre-move:
 Portals:
 1st portal: 6-22
Character Positions:
 Double Jumper on 99
 Mystic on 20
Move: Double Jumper rolls 2, lands on 100 and wins.
board post-move:
 Portals:
 1st portal: 6-22
Character Positions:
 Double Jumper on 100
 Mystic on 20",normal winning,0,0,0,0,1.0,0,1,0,0,0.0,1
151,Legal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 25-40
 Character Positions:
  gold miner on 24
 Move: gold miner rolls 1, lands on 25, then warps to 40. 
 Gold miner rolls 2, lands on 42.
 board post-move:
  Portals:
  1st portal: 25-40
 Character Positions:
  gold miner on 42",מטפס בשער,1,0,0,0,1.0,0,0,0,0,0.0,1
66,Legal,Mystic," board pre-move:
 Portals:
 1st portal: 30-55
 2nd portal: 2-30
Character Positions:
 Mystic on 29
Move: Mystic rolls 6. Mystic rolls 5, lands on 24.
board post-move:
 Portals:
 1st portal: 30-55
 2nd portal: 2-30
Character Positions:
 Mystic on 24
",מיסטיק משתמשת בכוח שלה,1,0,0,0,0.0,0,0,0,0,0.0,1
107,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 17-49
 Character Positions:
  gold miner on 16
  Mystic on 12
 Move: gold miner rolls 5, lands on 21
 board post-move:
  Portals:
  1st portal: 17-49
 Character Positions:
  gold miner on 21
  Mystic on 12",משחק פעם אחת 5 במקום פעמיים 1-4,1,0,1,0,0.0,1,0,0,0,0.0,0
115,Illegal,Gold Miner,"board pre-move:
  Portals:
  1st portal: 26-44
 2st portal: 60-78
 Character Positions:
  Gold Miner on 77
 Mystic on 77
 Move: Gold Miner rolls 1, lands on 78, then warps to 60.
 board post-move:
  Portals:
  1st portal: 26-44
 2st portal: 60-78
 Character Positions:
  Gold Miner on 60
 Mystic on 77",זריקה פעם אחת במקום פעמיים,1,0,1,0,0.0,1,0,0,0,0.0,0
